plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,231,9,34,2,213.0,81.8,11.4,6.27,87.6,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,232,13,22,3,271.8,86.1,8.8,6.25,87.5,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,233,10,25,6,316.0,90.3,8.3,6.24,87.5,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,234,11,35,3,192.1,87.2,8.7,6.22,87.4,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,235,8,22,6,243.3,80.1,8.5,6.21,87.4,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,236,15,26,4,230.1,85.4,8.8,6.19,87.3,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,237,14,24,6,329.9,86.0,7.9,6.17,87.3,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,238,12,23,6,241.0,84.5,8.0,6.15,87.2,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,239,7,22,5,294.7,83.9,8.1,6.14,87.2,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,240,12,31,5,240.3,91.0,10.9,6.12,87.1,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,241,9,18,3,293.9,79.7,9.9,6.1,87.1,97.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,242,11,19,5,219.9,87.3,7.2,6.09,87.1,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,243,9,21,5,216.6,88.4,8.8,6.07,87.0,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,244,12,35,2,231.2,84.7,8.3,6.06,87.0,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,245,11,28,3,232.7,81.8,9.0,6.04,86.9,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,246,13,32,6,224.0,83.8,10.3,6.03,86.9,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,247,13,27,7,268.7,83.1,8.7,6.01,86.9,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,248,11,17,3,292.4,88.9,9.7,5.99,86.8,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,249,12,25,3,261.0,83.5,11.5,5.97,86.8,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,250,12,29,3,102.1,86.2,8.7,5.96,86.7,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,251,13,21,4,291.2,86.1,8.0,5.94,86.7,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,252,11,38,5,221.5,87.5,9.8,5.93,86.7,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,253,14,31,6,311.7,83.9,8.5,5.91,86.6,97.8
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,254,8,25,2,249.7,83.0,10.6,5.89,86.6,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,255,13,24,6,237.8,79.5,8.0,5.87,86.5,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,256,10,27,4,200.5,86.6,10.3,5.86,86.5,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,257,10,21,6,379.6,82.0,10.5,5.84,86.4,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,258,11,31,3,160.8,81.5,8.6,5.83,86.4,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,259,11,32,3,194.6,91.1,9.4,5.81,86.4,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,260,12,31,4,228.6,83.9,9.2,5.8,86.3,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,261,13,31,1,284.5,83.8,9.8,5.78,86.3,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,262,10,26,6,248.1,88.6,9.2,5.76,86.2,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,263,11,27,2,81.6,82.5,10.6,5.76,86.2,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,264,14,15,6,197.1,80.6,10.7,5.74,86.2,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,265,10,42,3,214.4,81.9,9.5,5.73,86.1,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,266,13,16,5,207.2,82.2,7.5,5.71,86.1,97.7
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,267,13,28,3,272.5,86.4,10.4,5.69,86.1,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,268,14,28,7,308.2,87.2,7.1,5.67,86.0,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,269,11,28,5,223.6,86.8,10.3,5.66,86.0,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,270,8,35,2,207.3,82.2,8.4,5.65,85.9,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,271,13,27,5,264.4,79.1,8.6,5.63,85.9,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,272,13,31,2,286.3,86.7,8.0,5.61,85.8,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,273,12,25,5,130.6,83.8,10.8,5.6,85.8,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,274,12,31,4,260.7,84.3,8.1,5.58,85.8,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,275,11,35,6,175.1,83.6,8.1,5.57,85.7,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,276,12,33,7,151.1,87.4,9.3,5.56,85.7,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,277,10,21,7,140.0,83.4,9.8,5.55,85.7,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,278,12,34,3,264.0,84.6,9.4,5.53,85.6,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,279,10,28,4,210.0,83.3,9.8,5.52,85.6,97.6
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,280,8,25,3,222.9,84.5,10.4,5.51,85.6,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,281,12,28,5,219.1,84.2,7.0,5.49,85.5,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,282,13,28,6,199.1,88.6,9.1,5.48,85.5,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,283,10,36,5,321.5,85.3,10.3,5.46,85.4,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,284,13,25,5,238.1,87.3,7.9,5.44,85.4,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,285,12,32,3,181.2,79.9,12.0,5.43,85.4,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,286,10,35,4,290.0,86.6,12.0,5.41,85.3,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,287,14,28,5,267.0,92.9,9.4,5.39,85.3,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,288,9,28,3,241.3,88.3,10.0,5.37,85.2,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,289,10,25,3,299.8,87.3,7.9,5.36,85.2,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,290,16,25,5,211.1,86.1,9.4,5.34,85.1,97.5
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,291,8,34,3,280.1,84.1,9.4,5.32,85.1,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,292,12,27,5,190.7,87.9,8.0,5.31,85.1,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,293,9,30,6,245.2,89.3,8.2,5.3,85.0,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,294,9,32,5,274.0,81.7,8.7,5.28,85.0,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,295,15,25,6,272.4,84.0,11.1,5.26,84.9,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,296,12,27,4,253.8,81.4,10.5,5.24,84.9,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,297,12,23,2,215.9,85.6,9.5,5.23,84.8,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,298,11,31,3,226.0,85.7,9.9,5.21,84.8,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,299,13,25,4,188.9,86.0,8.2,5.2,84.8,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,300,12,34,5,300.2,83.5,7.7,5.18,84.7,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,301,11,23,4,107.4,85.4,9.3,5.17,84.7,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,302,13,30,4,279.8,87.5,8.7,5.15,84.7,97.4
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,303,12,36,5,184.4,81.5,7.4,5.14,84.6,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,304,7,24,4,175.9,82.8,8.1,5.13,84.6,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,305,8,26,5,201.6,88.2,9.5,5.12,84.6,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,306,13,27,5,152.0,87.4,9.3,5.11,84.5,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,307,13,25,7,259.0,82.1,10.8,5.09,84.5,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,308,9,20,6,248.1,85.0,8.6,5.07,84.4,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,309,13,25,5,167.6,84.7,9.5,5.06,84.4,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,310,12,29,4,245.3,87.8,7.4,5.05,84.4,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,311,11,28,3,280.8,86.6,10.6,5.03,84.3,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,312,15,29,4,281.3,83.1,9.9,5.0,84.3,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,313,13,32,6,214.6,87.0,9.4,4.99,84.2,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,314,12,28,5,227.8,80.6,9.5,4.97,84.2,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,315,12,26,5,222.8,84.0,11.1,4.96,84.1,97.3
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,316,16,32,3,242.0,85.3,10.2,4.94,84.1,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,317,12,30,7,128.3,83.3,10.5,4.93,84.1,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,318,11,30,4,315.4,88.3,9.7,4.91,84.0,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,319,15,28,4,310.5,80.6,9.5,4.88,84.0,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,320,12,25,3,225.7,80.3,11.3,4.87,83.9,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,321,14,27,4,148.4,82.9,11.2,4.86,83.9,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,322,11,23,4,200.0,80.1,8.9,4.84,83.9,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,323,9,29,6,190.5,85.4,9.3,4.83,83.8,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,324,10,13,3,187.0,85.3,9.6,4.82,83.8,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,325,14,20,3,194.2,84.3,9.6,4.81,83.8,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,326,12,15,6,255.5,87.5,6.2,4.79,83.7,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,327,13,21,4,308.5,86.8,8.4,4.77,83.7,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,328,13,29,4,255.8,83.7,9.8,4.75,83.6,97.2
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,329,12,30,7,281.6,87.8,8.6,4.73,83.6,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,330,8,25,4,262.6,84.2,11.0,4.72,83.5,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,331,8,25,5,176.0,87.5,10.4,4.71,83.5,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,332,10,42,3,155.6,83.4,9.5,4.7,83.5,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,333,8,30,8,153.0,85.4,10.5,4.69,83.4,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,334,13,40,4,338.9,84.6,8.6,4.66,83.4,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,335,15,24,6,202.5,81.0,7.6,4.65,83.4,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,336,13,20,4,193.9,82.2,8.3,4.63,83.3,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,337,12,9,6,158.4,81.3,7.4,4.62,83.3,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,338,12,35,4,253.7,86.4,10.3,4.61,83.3,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,339,9,36,4,245.1,84.4,8.7,4.59,83.2,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,340,13,30,1,252.7,91.1,9.5,4.57,83.2,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,341,10,24,3,166.4,84.3,9.1,4.56,83.1,97.1
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,342,12,23,7,178.1,85.3,8.3,4.55,83.1,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,343,10,25,5,273.8,83.4,7.4,4.53,83.1,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,344,14,21,4,232.7,84.5,7.5,4.52,83.0,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,345,13,10,6,293.2,87.5,8.9,4.5,83.0,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,346,11,23,4,264.2,81.5,9.1,4.48,82.9,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,347,10,34,3,264.1,84.7,9.1,4.46,82.9,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,348,12,24,4,290.7,82.5,9.7,4.44,82.8,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,349,13,29,6,223.0,86.8,10.7,4.43,82.8,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,350,8,24,5,280.3,85.6,11.1,4.41,82.7,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,351,10,19,6,223.4,82.3,11.5,4.4,82.7,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,352,13,30,7,208.3,89.1,9.8,4.38,82.7,97.0
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,353,10,27,5,290.8,80.8,7.0,4.36,82.6,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,354,10,26,5,204.5,86.1,11.4,4.35,82.6,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,355,8,26,8,190.5,82.4,10.0,4.34,82.5,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,356,10,33,8,233.7,93.0,8.7,4.32,82.5,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,357,11,21,4,216.5,86.1,7.7,4.31,82.4,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,358,10,24,6,236.1,85.2,9.4,4.3,82.4,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,359,8,36,3,278.6,84.2,8.5,4.28,82.4,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,360,13,19,3,238.3,85.4,10.4,4.26,82.3,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,361,13,26,4,221.6,89.1,8.0,4.25,82.3,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,362,11,31,6,192.9,81.9,7.7,4.24,82.3,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,363,10,28,4,268.1,84.6,10.1,4.22,82.2,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,364,11,16,3,293.3,82.0,10.4,4.2,82.2,96.9
DA 6311 DI,UD Kuzer RKE 150,Frans Sitorus,365,11,21,5,203.4,85.3,9.0,4.19,82.1,96.9
AG 9666 EJ,UD Quester CKE,Andi Permana,1,8,11,1,344.2,80.6,10.6,9.74,97.6,96.4
AG 9666 EJ,UD Quester CKE,Andi Permana,2,5,9,2,342.9,82.7,10.4,9.72,97.6,96.4
AG 9666 EJ,UD Quester CKE,Andi Permana,3,5,10,0,297.8,85.7,11.1,9.71,97.5,96.4
AG 9666 EJ,UD Quester CKE,Andi Permana,4,8,9,2,349.5,87.4,10.8,9.69,97.5,96.4
AG 9666 EJ,UD Quester CKE,Andi Permana,5,6,12,2,320.3,86.0,12.0,9.67,97.4,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,6,5,17,6,250.4,82.1,11.8,9.66,97.4,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,7,6,15,1,272.5,82.2,12.1,9.64,97.3,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,8,4,18,4,329.9,81.4,11.7,9.63,97.3,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,9,5,19,2,334.5,87.7,12.3,9.61,97.2,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,10,10,12,1,356.7,83.6,8.2,9.59,97.2,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,11,7,29,5,292.5,84.8,9.6,9.57,97.1,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,12,7,12,0,379.6,83.5,11.4,9.55,97.1,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,13,8,18,1,342.6,82.0,10.6,9.53,97.0,96.3
AG 9666 EJ,UD Quester CKE,Andi Permana,14,5,8,1,361.0,82.5,13.1,9.51,97.0,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,15,7,18,2,272.6,82.6,9.4,9.5,96.9,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,16,7,6,2,339.1,83.3,8.9,9.48,96.9,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,17,8,21,1,385.2,83.2,10.7,9.46,96.8,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,18,8,26,2,303.8,88.9,10.6,9.44,96.8,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,19,8,16,0,314.1,86.0,9.7,9.42,96.7,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,20,9,21,1,264.8,79.0,10.3,9.4,96.7,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,21,5,24,0,282.0,87.2,10.5,9.39,96.6,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,22,8,19,0,375.2,84.5,11.6,9.37,96.6,96.2
AG 9666 EJ,UD Quester CKE,Andi Permana,23,5,18,2,336.1,80.3,10.6,9.35,96.5,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,24,9,5,2,366.1,79.4,11.3,9.33,96.5,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,25,8,16,3,420.6,80.6,9.0,9.3,96.4,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,26,6,11,3,306.0,84.5,11.2,9.29,96.3,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,27,5,11,0,388.8,84.2,10.3,9.27,96.3,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,28,8,10,1,277.4,83.5,10.0,9.25,96.2,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,29,4,17,3,323.5,86.1,11.8,9.24,96.2,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,30,9,21,3,262.6,81.6,10.1,9.22,96.1,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,31,5,13,0,379.6,79.5,11.9,9.2,96.1,96.1
AG 9666 EJ,UD Quester CKE,Andi Permana,32,9,12,1,358.4,81.4,9.8,9.18,96.0,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,33,8,12,5,361.9,84.7,10.7,9.16,96.0,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,34,11,12,3,257.4,89.5,11.9,9.14,95.9,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,35,5,20,4,281.8,81.3,9.5,9.13,95.9,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,36,8,18,2,286.7,82.0,9.9,9.11,95.8,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,37,8,10,1,375.8,81.3,13.1,9.09,95.8,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,38,7,6,0,298.5,84.9,11.6,9.07,95.7,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,39,6,24,3,313.5,86.2,9.8,9.05,95.7,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,40,8,21,3,322.4,85.3,13.2,9.03,95.6,96.0
AG 9666 EJ,UD Quester CKE,Andi Permana,41,7,17,4,316.4,81.8,9.3,9.02,95.6,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,42,3,10,3,274.5,84.1,12.7,9.01,95.5,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,43,7,11,2,351.9,83.8,11.0,8.99,95.4,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,44,8,23,1,408.3,83.6,7.9,8.96,95.4,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,45,6,16,4,299.0,83.1,9.0,8.95,95.3,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,46,5,21,0,384.1,86.1,12.4,8.93,95.3,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,47,10,21,3,365.1,82.9,10.3,8.9,95.2,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,48,8,19,3,319.5,82.3,11.1,8.89,95.2,95.9
AG 9666 EJ,UD Quester CKE,Andi Permana,49,7,34,5,331.2,82.3,11.4,8.87,95.1,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,50,6,14,2,310.6,83.2,11.3,8.85,95.1,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,51,0,5,1,346.4,80.3,13.8,8.84,95.0,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,52,9,28,4,243.9,79.2,10.1,8.82,95.0,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,53,4,23,2,342.3,86.8,13.3,8.81,94.9,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,54,6,8,0,394.2,83.5,9.6,8.78,94.8,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,55,8,10,0,220.6,78.3,12.3,8.77,94.8,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,56,6,16,2,275.4,81.2,10.3,8.76,94.8,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,57,5,14,2,317.4,84.0,10.2,8.74,94.7,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,58,10,10,1,352.7,84.5,9.2,8.72,94.7,95.8
AG 9666 EJ,UD Quester CKE,Andi Permana,59,7,21,0,326.2,78.2,9.7,8.7,94.6,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,60,7,15,0,398.2,81.7,11.5,8.68,94.6,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,61,10,13,3,353.8,78.5,12.4,8.66,94.5,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,62,7,13,0,260.9,82.3,9.1,8.64,94.5,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,63,8,14,0,294.5,79.5,9.2,8.62,94.4,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,64,2,17,1,434.2,85.6,12.9,8.61,94.3,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,65,8,13,3,314.4,83.7,12.0,8.59,94.3,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,66,8,17,2,343.1,86.0,10.2,8.57,94.2,95.7
AG 9666 EJ,UD Quester CKE,Andi Permana,67,6,14,2,366.0,83.6,10.7,8.55,94.2,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,68,9,12,0,348.7,82.5,10.6,8.53,94.1,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,69,4,18,5,257.8,82.2,10.9,8.51,94.1,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,70,6,18,1,339.5,81.9,10.1,8.5,94.0,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,71,7,20,0,369.2,80.5,11.6,8.48,94.0,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,72,5,21,2,279.9,81.3,12.4,8.46,93.9,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,73,7,14,4,378.0,80.1,10.5,8.44,93.9,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,74,3,22,2,367.9,76.9,10.4,8.42,93.8,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,75,7,4,3,313.2,77.4,10.1,8.41,93.7,95.6
AG 9666 EJ,UD Quester CKE,Andi Permana,76,8,11,2,307.2,76.7,11.6,8.39,93.7,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,77,8,24,2,357.7,77.8,11.1,8.37,93.6,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,78,6,16,0,392.8,77.7,11.2,8.35,93.6,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,79,5,29,3,329.4,79.6,12.0,8.33,93.5,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,80,0,19,3,355.9,85.2,10.1,8.32,93.5,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,81,8,13,1,274.2,81.9,12.2,8.3,93.4,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,82,10,15,1,404.1,84.0,10.8,8.27,93.4,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,83,5,25,2,331.0,84.3,10.8,8.26,93.3,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,84,10,23,1,335.8,80.9,13.3,8.24,93.2,95.5
AG 9666 EJ,UD Quester CKE,Andi Permana,85,5,16,3,358.8,84.7,11.8,8.22,93.2,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,86,8,14,1,333.1,81.0,9.9,8.2,93.1,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,87,6,29,4,317.8,76.5,10.0,8.18,93.1,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,88,9,7,3,360.7,82.7,10.8,8.16,93.0,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,89,5,21,3,304.6,80.3,9.2,8.14,93.0,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,90,8,15,2,245.1,79.4,9.2,8.13,92.9,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,91,8,18,2,391.8,85.6,12.2,8.11,92.9,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,92,6,8,5,359.8,84.3,11.7,8.09,92.8,95.4
AG 9666 EJ,UD Quester CKE,Andi Permana,93,12,16,4,284.1,85.1,13.1,8.07,92.7,95.4
